,evals,X,fX
13,13,"[-4.31549864  4.11058867  1.89847912 -4.88681017 19.14043841  0.30738751
 -0.68904241 -0.13540255 -0.39165342 -0.93444501 26.83666266  4.18819902
 -4.59449305 -2.96379414]",[0.62051901]
14,14,"[ 3.41640668  3.47812723 -7.16481153  3.79926956 18.53611346  5.61888144
  0.28424038  3.48498621 -2.21304604 -2.22592438  5.6319159   1.17436861
 -2.06200182 -3.63589049]",[0.1846023]
15,15,"[-3.145736   -4.0147286   4.59855884 -9.55387699 13.19714238  0.24176581
 -2.40582426 -3.4659495   5.77542949  9.59433341 25.03798342  3.25268702
  2.1520122   2.55008426]",[-0.08104047]
16,16,"[-3.36139799  3.78389321 -3.63938945 -7.59979727 18.24754351  2.50193761
  4.79583302  2.29069414  5.90984165  8.57722644  8.40112835  6.13199452
  2.87875581 -0.8961644 ]",[-0.]
17,17,"[ 4.54421859 -0.92238091  1.59414463  6.28898439  7.57807962  3.3386112
 -2.87983874 -3.70657967 -1.50961692 -9.66695373 29.42575811  1.11642416
 -3.21646555  0.08164251]",[-0.]
18,18,"[-0.12871894 -0.04827499  4.09054095  1.62954426 10.9426646   1.54033967
 -0.05295111 -4.67347896 -2.16765562 -7.11601503  5.37986068  2.08131949
  1.23031592  3.32929559]",[0.01512591]
19,19,"[ 2.58654259  2.12044494 -4.45312191 -7.1294848  25.89204589  4.44490395
  1.8027278   4.14328457  9.24966912  0.46007311 19.2567779   4.23649854
 -0.9251676  -0.07254286]",[8.68687691]
20,20,"[-3.81129087  2.51194729  9.425836    6.33997698 28.14205168  2.95375585
  3.75382431  3.4978753  -0.32034433 -0.0559921  22.32550356  3.36423663
 -3.53602984  0.76177353]",[-0.]
21,21,"[ 2.08743187 -4.34355336 -3.95882196 -6.17191941 14.53540238  6.18200928
 -2.26557549 -3.62588215  5.92230419  8.96761158  7.69426684  1.73440506
  1.35826384 -2.72277925]",[0.21276454]
22,22,"[ 3.70048763  3.40257241  6.22384429 -2.89471597 18.86893162  1.07347629
 -1.61878759 -0.60382618  5.43678054 -7.17300349 16.42329361  5.37318162
  0.03942052  1.86339535]",[3.36335844]
23,23,"[-2.34731393 -0.38944269 -9.10505455  4.05942322  2.3403848   4.21793681
  3.11115529  1.39533974 -7.9025005   1.15703233 10.07996342  2.18425514
 -1.6402143  -0.2556949 ]",[2.91731077]
24,24,"[ 4.43480391 -1.90586916  1.33461471 -0.19419867 28.20500029  1.57934385
 -0.38826009  2.70690397 -0.76693932 -1.70102631 29.55600974  2.88958292
  0.18016909  0.87386002]",[0.06663079]
25,25,"[-3.05432661  4.76071349 -6.99971081  1.60467644 14.40826533  4.54398207
  4.53937797 -4.19884767  6.61117512  4.40263753  3.07081477  5.32959615
 -3.76300622 -4.80192239]",[-0.]
26,26,"[-3.58000012 -3.8079336   5.14512743  3.67927581  8.39127848  1.06021646
 -0.14753153 -4.33280284  0.96803953  3.43391729 24.27437661  5.21245661
  1.98628374  4.99638997]",[-1.02805443]
27,27,"[ 1.75946498  3.60703334 -3.62417305 -1.86946137 29.66715929  5.93696187
  3.82280987  3.49124239 -6.6450183  -8.52314422  2.87690404  0.75995662
 -2.83859259 -2.39001863]",[3.77718319]
28,28,"[ 0.29267461 -2.64689548 -8.84165999 -5.42941239 29.71947257  1.33111277
 -0.71437541  0.58657782 -7.28747923  4.03792741  7.59736996  2.1092134
  1.72359064  3.56883434]",[-0.46666281]
29,29,"[-1.8040655   1.99580573  4.31760128  6.145277    2.98059066  5.72525962
  3.26710581 -1.36828768  5.36923001 -8.89522889 21.67049859  4.41511132
 -3.39478505 -4.85024838]",[-0.02074573]
30,30,"[-3.13392022 -3.88568091 -9.19467997 -9.14689077 19.09955025  0.31420344
  1.32519849 -4.66925269  0.65604867  8.5627618  18.26968365  1.75829413
 -1.13272228  2.28204783]",[-0.29211741]
31,31,"[ 0.76684439  0.99798071  4.32984206  5.28234089  6.89216409  5.59668322
 -1.24489176  4.63605904 -9.71047451 -1.04308709  7.49596304  5.90108123
  3.45392388 -0.06325621]",[-0.04989911]
32,32,"[ 0.89289984 -1.93566623  0.81369599 -1.18103497 26.07468221  6.17759629
 -2.46182226 -3.49798158 -4.50499427 -0.69181283  9.29066012  0.83945565
 -0.61300605  1.85959374]",[-0.28133626]
33,33,"[-4.99308325  1.23842511 -6.81766491  8.58777468  8.41904434  1.39671216
  1.68051133  4.40339062  9.45026777  9.91890329 21.27437774  6.17683437
  3.95939785 -1.62155426]",[-0.]
34,34,"[ 2.12331501  0.53808853 -4.31782406  2.4655694  10.35006291  3.51081035
  4.87941934 -0.33719398  3.91796939 -7.57821406  5.50557498  1.51862558
 -4.80003599 -1.80147447]",[0.48116311]
35,35,"[-2.95848546 -3.11296714  8.09364971 -2.9096454  29.36067342  1.10564031
 -0.51228618  3.84983593 -6.42575348  6.21665436 20.03997941  5.88860101
  0.56213659  1.06217181]",[-0.]
36,36,"[ 0.57830936 -1.36055921  6.37462277  8.11938562  8.71138369  2.87412716
  0.24674473 -3.53555717  7.15052597  4.18109212 18.42131896  0.33681249
 -0.91330444 -2.63428511]",[-0.08733186]
37,37,"[-0.58858164  3.66644567 -5.90273794 -6.26488986 23.21893685  5.93465687
 -1.3136071   0.02576482 -3.05842149 -0.80492593 11.94638063  3.69767272
  2.41759064  0.70158009]",[0.00674937]
38,38,"[ 2.16538725  1.7867344   9.1497077   7.31744185 26.18565788  4.05238262
  2.88854712 -1.10410283 -2.04409631 -6.55469539 12.79221859  5.45347151
  0.70753243 -0.67027266]",[-0.]
39,39,"[-2.79339265 -2.56794776 -5.51630821 -4.32153999 10.69636946  1.56507726
 -0.66605728  3.13867378  4.01427949  4.16691757 27.35174061  1.09387725
 -3.94272602  0.29691594]",[-0.00411115]
40,40,"[-1.80527608 -2.27117408  4.58578587  6.50454678  5.62650339  2.86637013
  3.72630658 -2.63754795 -0.45434639 -5.88798359  5.87391663  4.57873481
  2.71063926  1.01604947]",[0.28373044]
41,41,"[-0.1360189   1.17739733 -0.33787511  5.0213704  20.98692747  0.03568212
  2.81817775 -3.42706918  4.50773228 -7.81485519 16.19214591  4.42055897
  4.93157416  0.54772404]",[0.50892492]
42,42,"[-4.03824585 -0.11947707  3.42401338 -3.1702361   2.71532861  2.40701568
 -1.3994235  -1.56533227  4.45350408 -5.23269364  4.33089369  1.10008055
 -1.81592645  4.93879299]",[0.30571594]
43,43,"[-2.71791534 -0.98148581  4.38441132 -5.5096383  12.98356138  3.62008073
  3.26774944 -0.82715619  3.73912518  0.52747309 14.74840658  2.98386518
  3.22085036  4.04873978]",[0.01068186]
44,44,"[ 1.16217242  0.93188005  3.77872737  6.73857401 12.56829414  3.72963963
  0.08367328 -1.52271956  5.02863166 -5.68408879 13.56821271  4.30277729
  3.89798974  4.70195729]",[3.3084468]
45,45,"[ 3.25212274 -1.26193618  6.07299978  8.01915974  3.97706121  3.25585705
 -3.88448423 -1.0232724  -7.74258938 -7.43327343  2.10367646  1.30232983
 -2.23967189  1.66846676]",[-0.]
46,46,"[-1.94511938 -0.79723972  9.78217766 -2.30792168 13.97904924  0.92879623
 -1.09438372 -3.78654477 -6.57801468 -6.00059389  9.69535585  4.47823826
 -1.62126042  2.01954145]",[1.30930494]
47,47,"[-0.07102732  2.68499588  4.74094345 -5.60297029 17.20080012  1.76378307
  2.6709833  -3.45766488  0.82899318 -8.88783975  9.18734552  1.66059406
  3.8484192   0.68049808]",[0.47486156]
48,48,"[-0.63093074 -1.01023773  9.43887407 -6.20521229 15.44601098  2.27028819
 -3.25148433 -4.17518025 -5.25609255 -5.76870497  3.28566967  2.83953755
  3.86685168 -0.40946261]",[2.11881116]
49,49,"[ 3.54407321  1.17353819 -2.79260499  2.74894265 12.9492066   3.62906606
 -0.61320892 -4.37730793 -2.61716056 -8.70051181 15.75646268  0.84253756
  0.47056564  2.44062551]",[-0.]
50,50,"[ 0.06750647 -1.89481456  5.56766203  0.3913921   5.39335409  1.93647194
 -1.78960331 -1.11934748  8.6970248   7.07843654 27.80492294  4.84468231
  4.2164299   3.88566599]",[-0.07469427]
51,51,"[-4.90656131 -0.6234402   7.31988946 -2.61381596 17.8706457   0.48414173
  0.3663432  -2.88917464 -3.56136082  2.84087145 14.7583081   4.60751374
 -0.82611372  4.30004996]",[0.87037696]
52,52,"[-0.86130669 -1.98312169  8.51043306 -0.67722048 15.63340527  1.2101874
 -1.36031977 -1.64198265  2.85097319 -2.23271827 14.52272705  4.7514548
 -0.43045343  4.96054535]",[9.53578482]
53,53,"[-4.43493577 -1.48943068  3.15984307  7.2232982  10.26635221  2.54493941
 -2.52566579 -1.30263178  0.84368002  4.12148906 23.0916585   3.01222648
  1.18322316  3.48496258]",[-0.25229221]
54,54,"[-0.81298127 -2.53515104  4.06603083 -3.72488236  8.03486218  1.74813188
  1.43226035 -2.63348155 -5.81495656  3.22693029 17.57821458  3.53941664
  4.20671101  1.54503773]",[-3.22580592]
55,55,"[-0.68503838 -4.56504415  7.69862728  7.55447313  2.32867224  1.2313986
 -0.34410626 -0.48110971 -5.54686822  1.79556116 22.00952796  5.79577705
  1.41469667  4.44074017]",[-0.47195542]
56,56,"[ 0.13879591 -4.7627112   8.61788727 -4.02948298  3.49724751  3.28058335
  3.22369175 -2.32911745 -3.71001889  9.20102133 16.43866914  4.46174231
  3.99739031  4.71035257]",[0.15386302]
57,57,"[ 0.31116205 -3.32895233  6.97187583  0.44378423  7.43378265  2.9206285
 -2.26871436 -3.53135703  0.62430419 -2.91480706 14.00369485  2.83916075
  1.40070508  2.05565722]",[-0.01409619]
58,58,"[-2.91891338 -4.38788625  7.74938143 -3.37564357 13.63843339  0.44933358
 -2.10341167 -4.13121419 -6.52207565  6.85032262 13.64088753  3.29855541
  2.55918177  3.6891198 ]",[-0.]
59,59,"[-0.97039321 -0.99470824  3.48490168  1.5036024   3.15574486  1.20822877
  3.35591912 -2.91623977  3.7393884  -3.78041397 15.75359587  4.26891484
  1.10072797  3.20143767]",[0.23281646]
60,60,"[ 0.23359234 -4.18334792 -5.09465553  0.22906184  7.9277786   2.2286277
 -2.27370948  0.33080732 -1.30910956  5.1785843  16.95502353  0.44497933
  3.94764913 -3.0452299 ]",[-0.]
61,61,"[-9.23674628e-01 -2.28495145e+00  9.85238535e+00  5.55792809e+00
  7.09736569e+00  2.77600304e+00 -2.78865367e+00 -3.63479648e+00
 -9.44637229e+00  4.61166721e+00  2.90277865e+01  4.47638888e-03
  3.38891654e+00  2.42067195e+00]",[-0.23617804]
62,62,"[-1.01105816  0.82650418 -0.21151054 -2.51535356  9.66819081  1.65611779
 -2.28631288 -2.77329827 -7.8459899   5.80293737 29.1432631   3.71935176
  4.59764654 -1.9695492 ]",[0.24573073]
63,63,"[-0.84211734 -0.69297306  9.68278179 -4.81241345  6.96399846  0.76635436
 -1.05519474 -0.40711985  1.48911336  2.09044603 20.29887009  5.72365121
  4.49643756 -2.14815207]",[3.16273897]
64,64,"[-1.44810906 -1.09841171 -4.79118334 -9.34578359  6.2882313   5.80020252
  1.96656644  1.40598796 -4.7625097   4.19489138 10.10895145  5.56116497
  2.64378474 -2.42019399]",[0.77732869]
65,65,"[-1.10072324  3.98315312  6.23261267  3.85846138  8.26534479  5.7946686
 -0.08028537 -2.58662565 -2.36540286  3.48723464 28.69151545  2.59604583
  4.84896977 -0.4602809 ]",[-0.23063234]
66,66,"[-0.19878199 -0.34728269  7.94415378  0.60089707  7.89552486  2.80917571
  4.64776874  0.54204653 -8.71451266  5.81088467 16.20948744  0.90706407
  2.40271953  2.93678797]",[-0.]
67,67,"[-0.08603088  0.07822627  1.47054344 -2.49768615  7.63384563  0.86637659
 -2.4243924  -3.17881692 -6.66089942  4.05636998  5.04294682  3.75861208
  2.81076324 -2.30362339]",[0.3202766]
68,68,"[-1.91590867  3.64011687 -1.78330497 -7.46982157  6.87552665  3.81008785
 -2.81398684 -2.87168634 -0.23004867  1.42123911 23.25696349  5.45405071
  3.44106147 -0.51334597]",[-0.]
69,69,"[-0.93568226  1.98278112  3.22207268  6.62253499  6.39161287  5.65603395
 -1.1303103  -1.36411213  2.47839206  5.15654237 29.49739838  0.42703946
  2.70030943 -0.55425498]",[-0.35075298]
70,70,"[ 2.29579561  3.34652568 -0.64989358  4.3087952   8.23018607  5.69376592
  0.25283554 -2.23801955 -5.6564996   3.09941399  4.3395357   3.85392575
  2.9006476   4.4092226 ]",[-2.44329677]
71,71,"[-0.44981691 -3.5437344   5.12256082 -4.70513284  7.98142024  1.09560664
  0.80499828  2.29987405 -9.75374627  2.51224307  4.51551673  0.81137388
  4.55449018  1.64699247]",[3.49761984]
72,72,"[-1.29835394  1.88123107  4.14330596  5.68062663  8.87425715  5.43654701
  4.28414822 -1.72998586  0.53877727  6.30980226 12.16966033  4.94078808
 -0.39640404  2.39980959]",[-0.88770494]
73,73,"[-1.88863886 -3.77382129  3.60747524 -6.94933474  9.4181174   6.11422908
 -4.83905163  1.9585057  -5.97969379  5.75684854  6.31255031  3.012516
  3.68740651  0.28917751]",[-0.]
74,74,"[-0.08123386  4.6234858  -0.87683797  1.02609873  8.49956081  0.9609855
 -4.87920033 -0.0959683  -2.84183081  3.80539745  4.79165998  0.94893536
  1.68569409  1.0202994 ]",[-0.]
75,75,"[ 0.31587097  3.44044983  0.71434568  6.91702127  7.52580499  0.88523575
 -0.52237272 -3.96638518 -1.67330474  0.3875969  24.62725687  3.88862744
  4.33241019  2.58775556]",[0.0051997]
76,76,"[ 3.96471371 -0.29791221  3.24939711  6.19723212  7.56853184  0.20810164
 -1.19693876  0.7267218  -6.72297498  1.92796626 13.23519977  3.64342487
 -1.53820078  3.74253118]",[-0.00175969]
77,77,"[-0.24682426  1.20133221  5.26753354 -5.72366118  7.6347045   2.91659089
  4.0233767  -1.58462131  2.28767537  3.59826882  5.2065779   4.49579921
  4.23894587  2.49997409]",[0.00302619]
78,78,"[-1.2733525  -0.5287832   6.17424886 -4.04746175  6.64172371  3.88742452
  0.91992795 -4.31404446 -1.78698251  1.99528391 23.71848774  4.15708981
  4.42210634  2.63706673]",[1.68504577]
79,79,"[-1.55044097 -2.87230223 -1.02609014 -7.05720097  7.02479603  3.86518405
 -3.45051751 -3.74236821 -4.92574703  6.59112143  8.25411177  6.02199961
  0.1527509   0.62969115]",[0.00310296]
80,80,"[ 1.22114241 -3.26119208  1.37273369  3.35034609  7.75225427  2.31200541
  0.98364771 -1.41984244 -4.399648    2.57192343 14.24059843  2.69153346
  4.321855    0.77072856]",[-0.08919641]
81,81,"[-1.01769049 -2.74435469  6.57500641  8.17768693  9.40489449  1.54274594
 -1.5944719  -2.26100931 -5.60094254  4.47421542 17.14231472  5.03389424
  4.4892455   0.80474147]",[1.37534142]
82,82,"[ 1.07579505 -0.9682664   5.84107557  6.34460688  5.68398961  2.34666299
 -2.47715556 -3.74924221 -8.92905146  2.04685336 15.04323841  3.40629944
  4.36460498  0.81353973]",[-0.]
83,83,"[-2.18048182 -3.38250987  6.81812468  8.85541558  8.74608601  1.22002998
  4.51475139 -2.0795819  -7.35320617  3.42158857 14.5121235   2.79196555
  4.23266001  0.38303473]",[4.54863596]
84,84,"[-1.8161234  -2.17555265  3.98684647  9.77816701 10.37974091  1.40717426
 -0.75400594 -3.2468765  -4.05305591  4.15722766 21.41006823  3.84027121
  4.57404184  2.41612407]",[-0.06644468]
85,85,"[-2.70385461 -4.19194097  4.48417278 -1.98246241  9.62340547  1.73966523
 -2.13923811 -3.65721853 -2.31399865  1.00137562 20.256024    2.74940049
  3.39740602  2.4362846 ]",[-0.]
86,86,"[-1.11230992 -4.42973188  2.04862366 -6.48294479 10.4211505   1.72814034
  0.08773052 -2.89045243 -7.35077121  5.26950262 14.39471744  5.07182393
  4.61773001  2.0263281 ]",[-0.03247909]
87,87,"[ 2.25119317 -1.74317398 -6.71070448  4.99456433  7.98074055  2.67610513
 -4.57291722 -3.4441586  -4.58919967  8.03226409 15.77254369  1.50564863
 -0.71993373  4.9063059 ]",[-0.]
88,88,"[ 0.94498956 -4.26770943  2.29416641 -7.58487865  7.66297988  1.72099226
  1.80038203 -3.17042013 -4.82009929  0.6022386  19.6238023   2.67662871
  4.84374782  0.27024347]",[-0.76818653]
89,89,"[ 0.30074967 -3.56328381  1.47446727  7.19284654  7.20409227  1.47631292
 -1.22421835 -2.06201352 -2.40672454  2.15008712 18.89513825  1.94183326
  3.49925891  1.16585673]",[-1.69868957]
90,90,"[-1.90394005 -3.17003323  3.50832827 -7.36368913  6.50957157  1.83651927
 -0.35485688 -3.55685125 -3.29299269  4.84706273 19.59250061  5.23549135
  4.25628176  4.55827456]",[-0.46159369]
91,91,"[-3.14325853  1.92389781  4.20379601 -7.4418235   8.27184291  1.63975844
  3.08260346 -2.69240315 -4.78638133  4.87259537 13.13722807  5.36885899
  4.76778262  1.88595161]",[0.64441996]
92,92,"[ 0.66529365 -4.35555174  2.92161066 -6.77562314  7.19397508  2.06336198
  2.66802297 -2.52099291 -7.55725462  1.30626045 11.26401326  5.45694795
  1.2494602  -0.28110541]",[-0.07376138]
93,93,"[-1.85144707  1.55106053  3.2434317  -0.22245004  6.63073641  1.46146371
  1.43108694 -2.15854548 -6.97383999  3.56888328 17.69279685  3.03295291
  1.50317688  1.36111018]",[-1.29254554]
94,94,"[ 1.62475748  2.15539117  2.98972548 -0.90772454  7.15887047  1.44897318
  0.09344358 -1.95779784 -9.97963375  5.51861511 18.69637941  2.23694733
 -1.82412612  1.95834957]",[0.06072987]
95,95,"[-3.10187921  0.34646433  4.88553534 -7.24822082  8.83707079  1.51654325
  1.18837693 -1.81576107 -8.9511395   5.39455174 22.6093086   3.67311681
 -1.66709311  2.93236007]",[2.16771832]
96,96,"[ 0.29393906 -1.16121663  3.6204714  -1.82390052  6.36179701  1.85754285
  0.51449697 -3.29434166 -4.40308792  3.12020177 20.77223899  4.39967071
  4.6671109   3.96609507]",[-1.09135615]
97,97,"[-1.76671562 -2.73762725  3.57290484 -5.5071857   8.67719447  1.67486177
  3.2092651  -2.98820252 -7.37183669  5.27060558 18.97362137  3.30619772
 -1.61493474  1.37087168]",[-0.77114863]
98,98,"[-4.12785117e-01 -4.01955362e+00  5.05980803e+00  2.01117847e-02
  6.19517065e+00  1.97903543e+00  3.17509814e+00 -1.76835079e+00
 -1.41519434e+00  5.31217804e+00  2.04973087e+01  1.93994599e+00
 -2.15852193e+00  1.09553111e+00]",[-0.00357137]
99,99,"[ 2.20517259  2.85126255 -4.85142153 -3.21204699 16.49103703  5.70341283
 -0.13471271 -1.49249497 -6.6287289   7.35671821  8.92401276  4.87333141
  0.14315834  3.80598499]",[4.25586893]
