,evals,X,fX
18,18,"[ 7.56418318  8.92322226  2.3984849   0.07317595 -2.37165299  1.21676567
  7.20433995  3.00605771 -4.62035492  0.01984226]",[-49.97897458]
19,19,"[-3.85185578  4.0455858   2.46310876  9.24037472  2.47920297  3.10392848
  7.72376311  9.65671719 -2.94809488 -2.05447136]",[-108.73856106]
20,20,"[ 6.16929597  6.88415104  5.21818164  9.05009775  4.60568314  4.02348181
  5.93137935  4.72428914  4.16988769 -0.65188423]",[-83.74152303]
21,21,"[ 4.96146587 -0.04909844  8.23129116  7.86388308  8.90809777  5.6001884
  0.78939246 -2.6225562   2.81353294  5.35359259]",[-65.92011134]
22,22,"[ 0.2072519   3.90730921  0.45189242  7.32630432  4.5411191   2.31336207
  4.06431691  4.83902566 -1.17453841  2.07548682]",[-19.50426545]
23,23,"[ 0.2072805   3.90672594  0.452085    7.32698039  4.54093205  2.31343543
  4.06429264  4.83963374 -1.17439489  2.07556449]",[-19.50085507]
24,24,"[ 0.20756363  3.90701672  0.45185004  7.32652583  4.54130864  2.31355054
  4.06436268  4.83913472 -1.17421791  2.07567254]",[-19.50313514]
25,25,"[ 0.20769546  3.9069002   0.45164214  7.32660693  4.54124887  2.31364354
  4.06435063  4.83927131 -1.17419277  2.0756585 ]",[-19.50296063]
26,26,"[ 0.20767618  3.90694421  0.45161444  7.32674852  4.54128845  2.31344791
  4.06461963  4.83938306 -1.17437874  2.0755725 ]",[-19.50442387]
27,27,"[ 0.20768627  3.90698409  0.45165984  7.32663126  4.54117359  2.31369645
  4.06452711  4.83924077 -1.17409828  2.07576251]",[-19.50218365]
28,28,"[ 0.20779385  3.90655524  0.4515269   7.32662828  4.5414921   2.31382975
  4.06422076  4.83913202 -1.17404617  2.07592687]",[-19.50189752]
29,29,"[ 0.20775374  3.9065943   0.45159925  7.32663631  4.54144811  2.31376002
  4.06428545  4.83895076 -1.17390614  2.07605608]",[-19.49930967]
30,30,"[ 0.207288    3.90686576  0.45221147  7.32656894  4.54126099  2.3137033
  4.06418709  4.83891559 -1.17429808  2.07614741]",[-19.49997094]
31,31,"[ 0.20774769  3.90704997  0.45180591  7.32643551  4.541427    2.31348012
  4.06418373  4.83915001 -1.17403327  2.07578039]",[-19.5038085]
32,32,"[ 5.66656585  7.53563872 -2.69112254 -0.94010734  4.80418223 -0.13614842
 -0.24162369 -5.          3.8452226   6.52917307]",[-31.13144295]
33,33,"[ 5.66633413  7.5355735  -2.69191203 -0.94017109  4.80458603 -0.13660735
 -0.24158264 -5.          3.8454074   6.52872325]",[-31.13740518]
34,34,"[ 5.66668965  7.53564108 -2.69121951 -0.94010992  4.80423675 -0.1361784
 -0.24154223 -5.          3.84545873  6.52910629]",[-31.13251534]
35,35,"[ 5.66680906  7.53580018 -2.69084079 -0.9396608   4.80420215 -0.13561888
 -0.24139084 -5.          3.84557199  6.52897478]",[-31.13047929]
36,36,"[ 5.66658753  7.53592756 -2.69119546 -0.94017602  4.80417191 -0.13604471
 -0.24175764 -5.          3.84503715  6.5291098 ]",[-31.12998834]
37,37,"[ 5.66655316  7.5355399  -2.69182867 -0.94028011  4.8047464  -0.13613796
 -0.24188557 -5.          3.84525123  6.52898126]",[-31.13892727]
38,38,"[ 5.66669572  7.5357612  -2.69119856 -0.94016082  4.80427275 -0.13624134
 -0.24162472 -5.          3.84528289  6.52918025]",[-31.132043]
39,39,"[ 5.66655483  7.53566541 -2.69115628 -0.94022907  4.80421063 -0.1362333
 -0.24169217 -5.          3.84509689  6.52912356]",[-31.13186921]
40,40,"[ 5.6666734   7.53561568 -2.69127688 -0.94008656  4.80438508 -0.13626408
 -0.24158664 -5.          3.84537507  6.52905234]",[-31.13414096]
41,41,"[ 5.66674781  7.53574044 -2.69122511 -0.94031273  4.80401694 -0.13594024
 -0.24189538 -5.          3.84522684  6.52883157]",[-31.13061876]
42,42,"[-1.42894271  4.39267738  3.23918442  9.09899344  2.06841576  3.48667924
  7.54830259  9.76526992 -1.47241161 -3.14678053]",[-101.31512471]
43,43,"[4.08834792 0.77687049 2.16440854 5.049401   5.58775826 5.24322654
 0.26795296 0.82377724 3.37884944 6.08892191]",[-38.98958811]
44,44,"[4.08846691 0.77687004 2.16430468 5.04944365 5.58774693 5.24333738
 0.26807857 0.82380875 3.37868568 6.08885682]",[-38.99112233]
45,45,"[4.08848731 0.77683244 2.16437684 5.04958924 5.58783544 5.24314781
 0.26810972 0.82368896 3.37875896 6.08900808]",[-38.99149072]
46,46,"[4.08824083 0.77677074 2.16445965 5.0494806  5.58778733 5.24324299
 0.26806485 0.82365973 3.37894733 6.08893039]",[-38.99099281]
47,47,"[4.0883894  0.77681863 2.16447681 5.04948377 5.58771866 5.24323793
 0.2681404  0.82373335 3.37884573 6.08887811]",[-38.99033591]
48,48,"[4.08830798 0.77659096 2.164427   5.04942384 5.58772877 5.24334624
 0.26790037 0.82384003 3.37854202 6.08895547]",[-38.99132743]
49,49,"[ 8.55133666  7.89964232 -2.59151038 -1.02353946  2.47989363  0.03888193
 -1.11733191  0.11781749  9.14306012  5.48195791]",[-54.98590376]
50,50,"[4.08835955 0.77681474 2.16421706 5.04942136 5.58777927 5.24315757
 0.26806501 0.82396394 3.37903474 6.0886794 ]",[-38.9886915]
51,51,"[ 8.55139844  7.89962597 -2.59147489 -1.02379056  2.47997873  0.03888147
 -1.11712648  0.11781236  9.14300207  5.48195069]",[-54.98370832]
52,52,"[-0.90557098 -3.2652212   6.07855888  8.32311335  5.83388914 -1.76380328
  0.74721965 -2.60740057  9.86193796  9.17869513]",[-121.45752278]
53,53,"[-4.87020969  4.64994736  2.90479853 10.          1.12847962  1.40290656
  9.72225108 10.         -4.87676031 -5.        ]",[-174.6381297]
54,54,"[10.         10.         -4.91210395 -5.          1.59542183 -2.84728961
 -3.23301006 -4.64372679 10.          6.48745132]",[-145.56309447]
55,55,"[-4.87010419  4.64992492  2.90494135 10.          1.12812644  1.40328415
  9.72212396 10.         -4.87721087 -5.        ]",[-174.64365222]
56,56,"[-0.90598127 -3.26637122  6.07921849  8.32287807  5.83363258 -1.76388413
  0.74695277 -2.60814279  9.86084431  9.17866769]",[-121.44121007]
57,57,"[-0.90595588 -3.26598241  6.07799432  8.32242132  5.83421064 -1.76429094
  0.74667584 -2.60762027  9.86157777  9.17909311]",[-121.44194081]
58,58,"[-0.90490868 -3.26376993  6.07993662  8.32374119  5.83327262 -1.76453763
  0.74742162 -2.60801463  9.86219618  9.17870101]",[-121.48395901]
59,59,"[-0.90574905 -3.2662116   6.07725641  8.32316258  5.83442849 -1.7636115
  0.74730791 -2.60716023  9.86175648  9.17894386]",[-121.45467952]
60,60,"[-4.87006688  4.64992064  2.90481762 10.          1.12814952  1.40331739
  9.72224084 10.         -4.87716138 -5.        ]",[-174.64434476]
61,61,"[-0.90554394 -3.26487224  6.0782541   8.32351608  5.83352555 -1.76360987
  0.74700087 -2.60735902  9.86209995  9.17915931]",[-121.46910135]
62,62,"[ 3.24929786  2.97449311  9.43661022 10.          3.50985391 -4.96079167
  5.07342454 -1.45267493 10.          9.1066351 ]",[-179.91471568]
63,63,"[-5.          6.32695392  4.28794378 10.         -1.06866154 -1.9482607
 10.         10.         -5.         -5.        ]",[-196.81176074]
64,64,"[-5.          6.32643945  4.28789689 10.         -1.06874433 -1.94846166
 10.         10.         -5.         -5.        ]",[-196.81569481]
65,65,"[ 3.24920406  2.97470093  9.43655516 10.          3.50958858 -4.96022324
  5.07338309 -1.45288478 10.          9.10676718]",[-179.90403298]
66,66,"[-5.          6.32701458  4.28736018 10.         -1.06836605 -1.94864509
 10.         10.         -5.         -5.        ]",[-196.80971621]
67,67,"[ 3.24913617  2.97502871  9.43671434 10.          3.50963171 -4.95959347
  5.07317204 -1.45287512 10.          9.10700286]",[-179.89490608]
68,68,"[-5.          6.32707848  4.28779961 10.         -1.06829733 -1.94830111
 10.         10.         -5.         -5.        ]",[-196.80943722]
69,69,"[-5.          6.32655913  4.28780141 10.         -1.06886994 -1.94831478
 10.         10.         -5.         -5.        ]",[-196.81408454]
70,70,"[ 3.24901805  2.97471967  9.43657166 10.          3.50932633 -4.96031666
  5.0732619  -1.45275814 10.          9.10689814]",[-179.90475959]
71,71,"[-5.          6.32708536  4.28787413 10.         -1.06843927 -1.948341
 10.         10.         -5.         -5.        ]",[-196.81047244]
72,72,"[ 7.36170499 10.         10.         10.          4.10979969 -5.
  3.55541763 -5.         10.         10.        ]",[-243.86626097]
73,73,"[10.          1.34071079 10.         10.          4.99889459 -5.
  8.56560127  1.93512298 10.         10.        ]",[-205.33104013]
74,74,"[-5.          2.82404457  7.62743371 10.          0.76675669 -5.
 10.         10.         -5.         -5.        ]",[-185.08425279]
75,75,"[10.          1.34102771 10.         10.          4.9995193  -5.
  8.56537914  1.93533061 10.         10.        ]",[-205.33136402]
76,76,"[10.          1.34115402 10.         10.          4.999146   -5.
  8.56595661  1.93536713 10.         10.        ]",[-205.34559152]
77,77,"[10.          1.34161946 10.         10.          4.99921269 -5.
  8.56581471  1.93607949 10.         10.        ]",[-205.34285068]
78,78,"[-5.          2.82425953  7.62674527 10.          0.76743412 -5.
 10.         10.         -5.         -5.        ]",[-185.08576494]
79,79,"[10.          1.34042849 10.         10.          4.99896972 -5.
  8.5647427   1.93618175 10.         10.        ]",[-205.30573225]
80,80,"[-5.          2.82389548  7.62735184 10.          0.76656561 -5.
 10.         10.         -5.         -5.        ]",[-185.08454788]
81,81,"[-5.          2.8234949   7.62684237 10.          0.76623348 -5.
 10.         10.         -5.         -5.        ]",[-185.08603255]
82,82,"[10.         10.         10.         10.          5.35002413 -5.
  9.55731193 -4.80991971 10.         10.        ]",[-300.19283177]
83,83,"[10.         10.         10.         10.          5.34991722 -5.
  9.55730406 -4.80953902 10.         10.        ]",[-300.18607507]
84,84,"[10.         10.         10.         10.          5.34992118 -5.
  9.55730655 -4.8092584  10.         10.        ]",[-300.18215685]
85,85,"[10.         10.         10.         10.          5.35001431 -5.
  9.55738287 -4.80949905 10.         10.        ]",[-300.1881997]
86,86,"[10.         10.         10.         10.          5.34968365 -5.
  9.55782239 -4.80870732 10.         10.        ]",[-300.18258392]
87,87,"[10.         10.         10.         10.          5.35001881 -5.
  9.55725461 -4.80953586 10.         10.        ]",[-300.18607673]
88,88,"[10.         10.         10.         10.          5.34987564 -5.
  9.55732194 -4.80938711 10.         10.        ]",[-300.18383375]
89,89,"[10.         10.         10.         10.          5.34977374 -5.
  9.55735818 -4.80933629 10.         10.        ]",[-300.18277853]
90,90,"[10.         10.         10.         10.          5.34946804 -5.
  9.5571813  -4.80928696 10.         10.        ]",[-300.17508067]
91,91,"[10.         10.         10.         10.          5.35008478 -5.
  9.55718343 -4.80934259 10.         10.        ]",[-300.18252133]
92,92,"[10.         10.         10.         10.          0.09756956 -5.
 10.         -5.         10.         10.        ]",[-295.31251434]
93,93,"[10.         10.         10.         10.          0.09752312 -5.
 10.         -5.         10.         10.        ]",[-295.31251369]
94,94,[10. 10. 10. 10. 10. -5. 10. -5. 10. 10.],[-348.61124288]
95,95,[10. 10. 10. 10. 10. -5. 10. -5. 10. 10.],[-348.61124288]
96,96,"[10.         10.         10.         10.          0.09726074 -5.
 10.         -5.         10.         10.        ]",[-295.31250998]
97,97,[10. 10. 10. 10. 10. -5. 10. -5. 10. 10.],[-348.61124288]
98,98,"[10.         10.         10.         10.          0.09752299 -5.
 10.         -5.         10.         10.        ]",[-295.31251368]
99,99,"[10.         10.         10.         10.          0.09752453 -5.
 10.         -5.         10.         10.        ]",[-295.31251371]
100,100,[10. 10. 10. 10. 10. -5. 10. -5. 10. 10.],[-348.61124288]
101,101,[10. 10. 10. 10. 10. -5. 10. -5. 10. 10.],[-348.61124288]
