,evals,X,fX
40,40,[ 9.62963957  9.24101718  9.4443598  -9.63397819],[-400.25505816]
41,41,[-6.33441861 -9.85904595 -8.64174927  7.4482631 ],[-317.1573975]
42,42,[-8.17031047 -9.08751386 -8.16517311  8.64090335],[-151.05017001]
43,43,[-9.95418559 -7.67003173 -9.44732595  8.93924898],[-343.78115423]
44,44,[ 9.8895266   9.51145225 -8.86083212 -8.81930349],[-412.78589635]
45,45,[-9.69371977 -9.9235253  -7.84202797  9.17225727],[-476.07193333]
46,46,[ 9.65478915  8.31759475  7.99579057 -8.99176076],[-266.24041167]
47,47,[ 6.66176836  8.82677401  9.36843944 -8.79624493],[-156.27683834]
48,48,[ 7.58760698 -9.35865448  9.84987503 -9.79077639],[-239.39658352]
49,49,[ 8.94619026 -9.38467349  9.38198627 -9.08648431],[-283.75769987]
50,50,[ 9.86051174  9.93842891  7.78172844 -8.68151511],[-458.43738662]
51,51,[-9.48790075 -9.53459942  7.65170135  6.70033187],[-376.69474066]
52,52,[ 9.64088903  8.5137489   8.57114922 -9.76517085],[-324.4290972]
53,53,[ 9.20024507 -5.6808992   8.91335254 -8.56329444],[-223.4287646]
54,54,[ 8.49357777 -8.0791249   8.38322449 -8.5224626 ],[-82.67723458]
55,55,[ 5.7071189  -9.83781219  9.06038959 -9.73516933],[-327.43866182]
56,56,[ 9.81184899 -9.83169362  9.75070024 -5.68497889],[-437.76309815]
57,57,[-6.02775174  9.91684024  8.90933972 -9.24685532],[-364.90784098]
58,58,[ 9.09067789 -8.21176147 -9.42709906 -8.76212845],[-175.62942259]
59,59,[ 9.63279035 -9.89650992 -8.7799822   9.96294523],[-465.20384913]
60,60,[-5.43188328  9.05772782  9.94793218 -8.61601152],[-173.46140598]
61,61,[-7.59711764  7.21905577  7.57904532 -9.40482994],[-166.42142257]
62,62,[-7.84160149  9.23878777  7.25680339 -9.17139854],[-187.99988887]
63,63,[-7.13818439  9.26535962  9.7648101  -9.47916071],[-273.80144448]
64,64,[-7.29231094  7.15529862  9.49519897 -9.42475165],[-200.78790593]
65,65,[-4.83384025  9.73324763  9.9947536  -9.945337  ],[-298.68150714]
66,66,[-8.01143351  8.47153186  6.95774188 -8.57918536],[-68.12176379]
67,67,[-8.33928927  9.68496916  6.2585824  -8.5570777 ],[-221.63709442]
68,68,[-9.7316509   8.37071205  8.17005847 -9.67581018],[-348.87643211]
69,69,[-8.46543201  9.32039862  6.55027946 -8.8564748 ],[-184.80827619]
70,70,[-9.27313603  9.08607022  5.592335   -9.80576481],[-334.8121544]
71,71,[-8.12293276  7.91743227  8.58569064 -9.07621598],[-78.51504634]
72,72,[-8.69326547  8.79720978  8.59734418 -9.12053363],[-149.39503333]
73,73,[-5.13286898  9.84085255  8.14881886 -9.01576862],[-272.74158452]
74,74,[-9.30174196  9.5840805   9.25143198 -7.96070645],[-348.53457765]
75,75,[-7.24287851  9.98415169  7.81639882 -8.92145967],[-322.0809198]
76,76,[-7.82044816  9.3994974   7.40492743 -8.88522208],[-198.69237121]
77,77,[-9.4264991   9.95954453  8.3363692  -8.74903316],[-421.66135947]
78,78,[-9.73983022  3.81722072  8.37398662 -9.95711331],[-350.3962679]
79,79,[-7.09600923  7.19510201  8.45108432 -9.59706728],[-227.69919977]
80,80,[-6.91416112  9.19119941  9.15577398 -7.63152319],[-241.66580758]
81,81,[-8.92212443  8.75381588  8.08613657 -9.5460334 ],[-207.13256076]
82,82,[-9.15671509  9.02441282  9.00956866 -6.8865561 ],[-258.70457948]
83,83,[-9.49064336  9.92737766  2.70829311 -9.13758312],[-449.52813288]
84,84,[-9.00118059  8.57937824  8.02010516 -9.47155194],[-200.09301669]
85,85,[-6.47284236  8.3007129   9.69528888 -9.0630378 ],[-180.55691829]
86,86,[-4.09251933  8.17435493  8.95869235 -9.42366193],[-80.91666376]
87,87,[-9.61175263  7.51446789  7.42376592 -8.80132876],[-291.83973632]
88,88,[-7.39296181  6.4608673   9.52680379 -9.88440509],[-246.47145049]
89,89,[-1.17670497  9.4781434   9.56475343 -8.53678434],[-170.47491513]
90,90,[-9.91333196  4.6697187   9.17608761 -9.41888187],[-349.76548504]
91,91,[-9.92680209  8.77698821  7.39483064 -9.51683002],[-398.91084958]
92,92,[-7.36717252  7.79427529  9.21633237 -8.64187488],[-115.49972167]
93,93,[-8.07931792  9.95739792  7.53051707 -9.68293021],[-306.7718942]
94,94,[-8.15559451  9.83224555  8.22697821 -8.63232847],[-237.17455088]
95,95,[ 8.56916752  8.93965392  9.7707387  -9.78951461],[-213.2123221]
96,96,[-7.28307863  9.91153837  9.25950029 -8.43861332],[-300.0944959]
97,97,[-7.88664939  9.32600638  9.41023471 -7.6764435 ],[-180.58545964]
98,98,[-8.02069316  9.76552836  8.03544232 -9.24777152],[-259.63262905]
99,99,[-6.33478437  9.75200549  9.80708361 -8.80877734],[-336.07168396]
100,100,[-4.9812647   9.83156556  9.30352768 -9.84644704],[-314.30384058]
101,101,[ 9.78218532  9.08385317  9.32686787 -8.33891547],[-333.84394935]
